<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
25/06/21,000000,0.0137910,0.0138400,0.0137750,0.0138040,257
27/06/21,000000,0.0138120,0.0138400,0.0137940,0.0138010,59
28/06/21,000000,0.0137970,0.0138290,0.0137860,0.0138000,288
29/06/21,000000,0.0138120,0.0138150,0.0136820,0.0137040,287
30/06/21,000000,0.0137040,0.0137230,0.0136200,0.0136470,287
01/07/21,000000,0.0136390,0.0136890,0.0135520,0.0135650,288
02/07/21,000000,0.0135820,0.0136430,0.0135190,0.0136430,264
04/07/21,000000,0.0136230,0.0136530,0.0136070,0.0136210,62
05/07/21,000000,0.0136210,0.0136260,0.0135500,0.0135680,287
06/07/21,000000,0.0135680,0.0136230,0.0133430,0.0133920,277
07/07/21,000000,0.0133840,0.0134820,0.0133170,0.0133520,284
08/07/21,000000,0.0133470,0.0133760,0.0132420,0.0133630,281
09/07/21,000000,0.0133420,0.0134380,0.0133290,0.0134090,263
11/07/21,000000,0.0133990,0.0134460,0.0133990,0.0134200,54
12/07/21,000000,0.0134240,0.0134410,0.0133360,0.0134000,287
13/07/21,000000,0.0134020,0.0134900,0.0133800,0.0134160,288
14/07/21,000000,0.0134210,0.0134810,0.0133990,0.0134550,288
15/07/21,000000,0.0134430,0.0134600,0.0133950,0.0134000,288
16/07/21,000000,0.0133970,0.0134770,0.0133940,0.0134680,269
18/07/21,000000,0.0134270,0.0134760,0.0133980,0.0134720,48
19/07/21,000000,0.0134680,0.0134730,0.0133330,0.0133480,286
20/07/21,000000,0.0133460,0.0134210,0.0133430,0.0134210,287
21/07/21,000000,0.0134020,0.0135180,0.0133720,0.0134840,288
22/07/21,000000,0.0134870,0.0135430,0.0134710,0.0135350,287
23/07/21,000000,0.0135300,0.0135580,0.0135040,0.0135050,255
25/07/21,000000,0.0135050,0.0135860,0.0135050,0.0135460,68
26/07/21,000000,0.0135290,0.0135470,0.0134250,0.0135350,287
27/07/21,000000,0.0135260,0.0135460,0.0134850,0.0135270,288
28/07/21,000000,0.0135360,0.0135950,0.0135120,0.0135740,286
29/07/21,000000,0.0135720,0.0136570,0.0135590,0.0136240,286
30/07/21,000000,0.0136140,0.0136860,0.0135820,0.0136400,257
01/08/21,000000,0.0136330,0.0136610,0.0135050,0.0136350,59
02/08/21,000000,0.0136360,0.0137170,0.0135980,0.0136620,288
03/08/21,000000,0.0136690,0.0137240,0.0136240,0.0136770,288
04/08/21,000000,0.0136760,0.0137060,0.0136050,0.0136110,288
05/08/21,000000,0.0136260,0.0136510,0.0136070,0.0136270,287
06/08/21,000000,0.0136360,0.0136540,0.0135340,0.0135630,263
08/08/21,000000,0.0135970,0.0136090,0.0135570,0.0135570,53
09/08/21,000000,0.0135570,0.0136000,0.0135280,0.0135370,287
10/08/21,000000,0.0135350,0.0135620,0.0134650,0.0134760,288
11/08/21,000000,0.0134820,0.0135970,0.0134480,0.0135770,287
12/08/21,000000,0.0135770,0.0136050,0.0135360,0.0135650,287
13/08/21,000000,0.0135600,0.0136280,0.0135390,0.0136220,262
15/08/21,000000,0.0136000,0.0136220,0.0135980,0.0136130,63
16/08/21,000000,0.0136150,0.0136260,0.0135670,0.0136040,288
17/08/21,000000,0.0136180,0.0136180,0.0134900,0.0135440,288
18/08/21,000000,0.0135750,0.0135890,0.0134960,0.0134960,288
19/08/21,000000,0.0134970,0.0134970,0.0133640,0.0134230,286
20/08/21,000000,0.0134180,0.0134650,0.0133700,0.0134230,266
22/08/21,000000,0.0134230,0.0134690,0.0134160,0.0134450,69
23/08/21,000000,0.0134320,0.0134880,0.0134320,0.0134680,288
24/08/21,000000,0.0134530,0.0135260,0.0134470,0.0135120,288
25/08/21,000000,0.0135270,0.0135300,0.0134570,0.0135010,286
26/08/21,000000,0.0135130,0.0135130,0.0134000,0.0134180,288
27/08/21,000000,0.0134160,0.0135850,0.0134160,0.0135710,261
29/08/21,000000,0.0135780,0.0136100,0.0135430,0.0135770,54
30/08/21,000000,0.0135730,0.0136120,0.0135340,0.0135800,287
31/08/21,000000,0.0135940,0.0136240,0.0135650,0.0136120,286
01/09/21,000000,0.0136020,0.0136940,0.0135670,0.0136620,287
02/09/21,000000,0.0136560,0.0137150,0.0136340,0.0137040,287
03/09/21,000000,0.0136470,0.0137340,0.0136470,0.0136910,258
05/09/21,000000,0.0136910,0.0137340,0.0136680,0.0136960,61
06/09/21,000000,0.0137010,0.0137010,0.0136390,0.0136600,288
07/09/21,000000,0.0136630,0.0136700,0.0135540,0.0135910,288
08/09/21,000000,0.0135910,0.0136620,0.0135610,0.0136310,287
09/09/21,000000,0.0136370,0.0137130,0.0135980,0.0136860,287
10/09/21,000000,0.0136810,0.0137190,0.0136170,0.0136370,259
12/09/21,000000,0.0136230,0.0136790,0.0136200,0.0136360,67
13/09/21,000000,0.0136490,0.0137420,0.0136210,0.0137400,286
14/09/21,000000,0.0137270,0.0137440,0.0136620,0.0136780,287
15/09/21,000000,0.0136850,0.0138140,0.0135960,0.0137940,287
16/09/21,000000,0.0138120,0.0138150,0.0137310,0.0137680,287
17/09/21,000000,0.0137530,0.0137710,0.0136700,0.0136790,256
19/09/21,000000,0.0136790,0.0137060,0.0136700,0.0136850,56
20/09/21,000000,0.0136700,0.0137090,0.0135200,0.0136130,287
21/09/21,000000,0.0135700,0.0136720,0.0135540,0.0136660,288
22/09/21,000000,0.0136580,0.0137310,0.0136370,0.0136580,286
23/09/21,000000,0.0136620,0.0137410,0.0136550,0.0137210,288
24/09/21,000000,0.0137460,0.0137460,0.0136460,0.0137330,264
26/09/21,000000,0.0137180,0.0137370,0.0136740,0.0136990,49
27/09/21,000000,0.0136950,0.0137620,0.0136940,0.0137430,283
28/09/21,000000,0.0137440,0.0137710,0.0136550,0.0137010,282
29/09/21,000000,0.0136820,0.0137300,0.0136690,0.0136810,286
30/09/21,000000,0.0136800,0.0137450,0.0136680,0.0137250,287
01/10/21,000000,0.0137060,0.0137330,0.0136190,0.0137070,268
03/10/21,000000,0.0137210,0.0137420,0.0136920,0.0137110,53
04/10/21,000000,0.0137000,0.0137790,0.0136610,0.0137600,288
05/10/21,000000,0.0137670,0.0138010,0.0137210,0.0137890,288
06/10/21,000000,0.0137910,0.0137980,0.0137120,0.0137670,288
07/10/21,000000,0.0137760,0.0139070,0.0137600,0.0138850,288
08/10/21,000000,0.0138820,0.0139130,0.0138400,0.0138850,267
10/10/21,000000,0.0138810,0.0139060,0.0138740,0.0138840,61
11/10/21,000000,0.0138870,0.0139320,0.0136760,0.0138760,287
12/10/21,000000,0.0138680,0.0139180,0.0138010,0.0138890,285
13/10/21,000000,0.0138790,0.0139140,0.0138220,0.0138550,284
14/10/21,000000,0.0138470,0.0139850,0.0138360,0.0139680,288
15/10/21,000000,0.0139660,0.0140630,0.0139580,0.0140210,258
17/10/21,000000,0.0140460,0.0140720,0.0140090,0.0140380,55
18/10/21,000000,0.0140350,0.0140720,0.0139720,0.0139940,286
19/10/21,000000,0.0140570,0.0141190,0.0139990,0.0140710,288
